ME05 , 222490 , 6992692.6727334 , 4566173.50050556 , 6914615.90899899 , 4566255.42905292
ME10 , 242493 , 7663482.12157649 , 5040619.94589178 , 7531372.50901804 , 5040699.5497662
ME15 , 874030 , 9831113.58183033 , 2255880.57849031 , 5381275.55511022 , 2566279.47227789
ME20 , 21070826 , 239644980.168 , 912499.612 , 4567532.73066667 , 1085912.36266667
